id,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS,START_DATE,END_DATE
1276,75,120000.52,,M,900000.0,2.0,TYPE-A,56,3,ANNUAL,624811,0,20130530,
1277,22,119999.88,D,F,540000.0,1.0,TYPE-B,37,0,MONTHLY,98011,1,20090227,20090627.0
1278,12,101550.0,M,M,1350000.0,2.0,TYPE-B,70,2,ANNUAL,1301233,0,20120711,
1279,17,130014.36,S,F,999996.0,1.0,TYPE-A,48,0,MONTHLY,343344,0,20120720,
1280,12,115390.92,,M,,1.0,TYPE-B,52,2,MONTHLY,750877,1,20110331,20110727.0
1281,76,380812.5,S,M,1200000.0,1.0,TYPE-A,26,0,ANNUAL,1186166,0,20110322,
1282,22,100000.41,,F,,6.0,TYPE-A,71,0,ANNUAL,1322299,0,20130628,
1283,17,100000.0,M,M,500004.0,1.0,TYPE-B,43,2,ANNUAL,256488,0,20081124,
1284,17,113870.74,M,F,,4.0,TYPE-A,50,1,ANNUAL,343344,0,20130319,
1285,48,107170.0,M,M,1599996.0,1.0,TYPE-B,41,1,ANNUAL,1125366,0,20100831,
1286,33,106668.0,M,M,,6.0,TYPE-B,61,1,SEMI-ANNUAL,309877,0,20100504,
1287,27,123800.47,M,M,360000.0,1.0,TYPE-A,29,3,ANNUAL,1383522,0,20130416,
1288,68,234000.4,,F,300000.0,2.0,TYPE-A,63,0,ANNUAL,1294011,1,20120210,20130312.0
1289,27,100000.0,M,M,1047516.0,1.0,TYPE-B,46,2,ANNUAL,739211,1,20100730,20110926.0
1290,22,150000.0,,M,999996.0,2.0,TYPE-B,56,0,ANNUAL,1313077,0,20120928,
1291,17,103090.29,M,M,549996.0,2.0,TYPE-A,44,1,ANNUAL,20600,0,20130926,
1292,17,197010.24,,M,,6.0,TYPE-A,66,0,QUARTERLY,348355,0,20120706,
1293,99,138920.4,,F,1999992.0,1.0,TYPE-A,41,0,ANNUAL,1210222,0,20110923,
1294,32,100065.28,S,F,234996.0,2.0,TYPE-A,21,0,ANNUAL,1153199,1,20120319,20130418.0
1295,12,120000.0,M,M,650004.0,1.0,TYPE-B,33,2,SEMI-ANNUAL,1148055,0,20101228,
1296,12,100000.0,M,M,750996.0,1.0,TYPE-B,46,2,SEMI-ANNUAL,805888,1,20110719,20130317.0
1297,46,100000.0,M,F,300000.0,1.0,TYPE-B,38,3,QUARTERLY,542244,0,20090507,
1298,27,154680.77,M,M,429996.0,1.0,TYPE-A,60,3,ANNUAL,343344,0,20130228,
1299,12,100000.0,M,M,1299996.0,1.0,TYPE-B,39,3,ANNUAL,801377,0,20100826,
1300,27,100000.0,,,,1.0,TYPE-B,82,0,ANNUAL,20188,1,20100225,20110426.0
1301,28,100000.0,,,,1.0,TYPE-B,38,0,ANNUAL,117244,0,20080229,
1302,12,100000.0,M,M,500004.0,1.0,TYPE-B,46,3,SEMI-ANNUAL,411122,0,20091006,
1303,22,199999.8,M,F,231780.0,2.0,TYPE-A,51,3,ANNUAL,766122,0,20130328,
1304,58,100000.0,M,F,350004.0,1.0,TYPE-B,36,2,ANNUAL,200533,0,20100331,
1305,35,100000.0,M,M,999996.0,1.0,TYPE-B,49,1,ANNUAL,104633,1,20081029,20111224.0
1306,12,100000.0,M,F,300000.0,1.0,TYPE-B,21,2,SEMI-ANNUAL,257922,1,20080829,20091027.0
1307,12,200000.0,,M,699996.0,2.0,TYPE-B,50,0,ANNUAL,596899,0,20130514,
1308,22,144326.14,M,F,600000.0,1.0,TYPE-A,37,1,ANNUAL,343344,0,20130925,
1309,65,123132.37,,M,999996.0,2.0,TYPE-A,43,1,ANNUAL,1133688,1,20120822,20130921.0
1310,12,100000.0,M,M,399996.0,1.0,TYPE-B,46,2,ANNUAL,547077,0,20111130,
1311,32,100222.04,M,M,450000.0,2.0,TYPE-A,51,2,ANNUAL,1432422,0,20130927,
1312,27,160465.8,M,M,399996.0,1.0,TYPE-A,41,2,MONTHLY,347966,0,20130325,
1313,12,100000.0,S,M,849996.0,1.0,TYPE-B,30,0,ANNUAL,187311,0,20080520,
1314,17,150000.0,M,F,2000004.0,1.0,TYPE-B,34,2,ANNUAL,467977,0,20080930,
1315,12,500000.0,,M,,6.0,TYPE-B,63,0,ANNUAL,1201199,1,20120330,20130527.0
1316,59,500000.0,M,M,800004.0,1.0,TYPE-B,36,1,ANNUAL,599099,1,20100729,20120926.0
1317,17,100000.0,M,M,300000.0,1.0,TYPE-B,46,1,SEMI-ANNUAL,496455,1,20081031,20090627.0
1318,17,200000.0,M,M,2387004.0,1.0,TYPE-B,47,1,ANNUAL,832200,1,20100604,20110803.0
1319,27,400000.0,,,,,TYPE-B,66,0,SEMI-ANNUAL,309877,1,20100531,20110127.0
1320,84,100513.58,,M,,1.0,TYPE-A,64,0,SEMI-ANNUAL,1132322,0,20110221,
1321,42,209359.99,M,M,3800004.0,1.0,TYPE-B,37,3,ANNUAL,62822,0,20091116,
1322,12,100000.0,,F,600000.0,1.0,TYPE-B,55,0,ANNUAL,652666,1,20110930,20121127.0
1323,76,200002.73,,M,1218000.0,1.0,TYPE-A,63,0,ANNUAL,1191433,1,20110609,20130709.0
1324,24,100000.0,M,F,399996.0,1.0,TYPE-B,71,2,SEMI-ANNUAL,760044,0,20100119,
1325,17,103884.14,,M,999996.0,1.0,TYPE-A,46,0,ANNUAL,343344,0,20121211,
1326,22,200000.52,,M,799992.0,1.0,TYPE-A,71,1,QUARTERLY,348144,0,20130624,
1327,74,101999.65,,M,1200000.0,2.0,TYPE-A,83,0,ANNUAL,15866,0,20130331,
1328,12,125000.0,M,M,480000.0,1.0,TYPE-B,29,2,ANNUAL,27288,0,20070627,
1329,12,100000.0,M,M,210600.0,1.0,TYPE-B,27,2,ANNUAL,1211777,1,20110310,20120509.0
1330,70,274999.94,M,M,1500000.0,1.0,TYPE-A,35,2,ANNUAL,1133688,1,20120322,20130421.0
1331,55,100000.8,S,M,260004.0,1.0,TYPE-B,28,0,MONTHLY,296355,1,20090107,20090506.0
1332,20,100000.0,M,M,300000.0,1.0,TYPE-B,65,2,ANNUAL,569866,1,20090130,20100329.0
1333,17,206240.86,M,M,274992.0,1.0,TYPE-A,39,3,SEMI-ANNUAL,343344,0,20130331,
1334,27,144915.91,,M,1299996.0,1.0,TYPE-A,48,3,ANNUAL,426133,0,20121109,
1335,17,100000.0,S,M,399996.0,5.0,TYPE-B,23,0,ANNUAL,287233,0,20090323,
1336,12,250002.0,M,F,900000.0,2.0,TYPE-B,64,2,MONTHLY,1263222,0,20130827,
1337,58,600004.8,M,F,999996.0,1.0,TYPE-B,25,3,MONTHLY,343411,0,20090129,
1338,12,199998.0,M,F,500004.0,5.0,TYPE-B,28,3,SEMI-ANNUAL,377233,0,20080829,
1339,12,100000.0,,M,,1.0,TYPE-B,67,3,ANNUAL,113888,1,20110317,20130516.0
1340,12,194598.0,M,M,1050000.0,2.0,TYPE-B,35,3,SEMI-ANNUAL,1415277,0,20130920,
1341,39,400000.0,M,M,1380996.0,1.0,TYPE-B,55,3,ANNUAL,832200,1,20100531,20110727.0
1342,55,100000.8,M,F,560004.0,1.0,TYPE-B,28,2,MONTHLY,5100,0,20080311,
1343,43,100000.0,M,M,800004.0,1.0,TYPE-B,52,1,ANNUAL,739244,1,20100330,20110527.0
1344,17,150000.0,M,M,399996.0,1.0,TYPE-B,41,1,ANNUAL,826144,1,20100115,20120314.0
1345,19,150000.29,S,M,2499996.0,1.0,TYPE-A,38,0,ANNUAL,1328544,0,20130925,
1346,25,100000.0,M,F,249996.0,1.0,TYPE-B,60,1,SEMI-ANNUAL,343377,0,20090608,
1347,49,100000.0,M,M,399996.0,1.0,TYPE-B,46,3,ANNUAL,118500,0,20100831,
1348,33,400000.0,,,,6.0,TYPE-B,63,1,SEMI-ANNUAL,309877,0,20100309,
1349,79,100514.82,,M,,1.0,TYPE-A,62,0,ANNUAL,1189422,0,20110228,
1350,29,200000.0,M,M,600000.0,1.0,TYPE-B,55,3,ANNUAL,343355,1,20090731,20110926.0
1351,85,206104.74,,M,2499996.0,2.0,TYPE-A,47,0,ANNUAL,1226600,0,20130415,
1352,12,210000.0,M,M,7249200.0,1.0,TYPE-B,35,2,SEMI-ANNUAL,1223511,0,20111031,
1353,22,206180.16,,F,,6.0,TYPE-A,63,0,ANNUAL,343344,0,20130814,
1354,68,120000.05,,M,2258712.0,1.0,TYPE-A,46,3,ANNUAL,161144,0,20130722,
1355,17,130558.44,M,M,792180.0,1.0,TYPE-A,57,1,MONTHLY,1462900,0,20130923,
1356,27,173980.92,M,F,300000.0,2.0,TYPE-A,57,3,MONTHLY,343388,0,20130906,
1357,12,250000.0,M,F,298992.0,1.0,TYPE-B,23,2,ANNUAL,1259833,0,20120430,
1358,12,100000.0,M,M,399996.0,1.0,TYPE-B,38,2,ANNUAL,763077,0,20100420,
1359,17,105281.2,M,F,349992.0,1.0,TYPE-A,30,2,SEMI-ANNUAL,343344,0,20121129,
1360,12,120000.96,M,M,1650000.0,1.0,TYPE-B,43,2,MONTHLY,726744,0,20100628,
1361,60,100000.0,,,,1.0,TYPE-B,67,0,QUARTERLY,199922,1,20100813,20111005.0
1362,27,100000.0,M,M,500004.0,1.0,TYPE-B,25,2,ANNUAL,685900,1,20100120,20110321.0
1363,96,205638.75,,M,,1.0,TYPE-A,30,0,ANNUAL,1197088,1,20110304,20130403.0
1364,60,100512.94,M,M,399996.0,1.0,TYPE-A,45,3,SEMI-ANNUAL,354333,1,20110228,20120329.0
1365,22,199987.32,M,M,349992.0,1.0,TYPE-A,27,2,MONTHLY,1360899,1,20130212,20130527.0
1366,12,100000.0,M,M,249996.0,5.0,TYPE-B,44,2,SEMI-ANNUAL,91844,0,20090127,
1367,12,500000.0,,,,1.0,TYPE-B,87,0,ANNUAL,442744,1,20080930,20091127.0
1368,43,180001.44,M,F,249996.0,1.0,TYPE-B,41,1,MONTHLY,198988,0,20081031,
1369,12,200000.0,M,M,1399992.0,1.0,TYPE-B,36,3,ANNUAL,1208455,0,20120319,
1370,12,150000.0,M,M,999996.0,1.0,TYPE-B,44,3,ANNUAL,704711,0,20091030,
1371,22,100000.42,M,M,699996.0,1.0,TYPE-A,46,3,SEMI-ANNUAL,343500,0,20130821,
1372,12,1050000.0,M,M,1950000.0,1.0,TYPE-B,45,1,ANNUAL,154400,1,20071231,20090226.0
1373,69,305368.0,M,M,799992.0,2.0,TYPE-A,36,3,ANNUAL,1219322,1,20120514,20130611.0
1374,12,100100.0,M,F,500004.0,1.0,TYPE-B,42,1,ANNUAL,499499,1,20110218,20120418.0
1375,17,125000.0,M,F,500004.0,1.0,TYPE-B,30,2,ANNUAL,499555,0,20100107,
1376,58,180001.44,S,M,650004.0,1.0,TYPE-B,25,0,MONTHLY,614755,0,20090326,
1377,17,102685.92,M,M,499992.0,1.0,TYPE-A,40,1,MONTHLY,1097866,1,20130211,20130826.0
1378,12,100000.0,S,M,379992.0,1.0,TYPE-B,30,0,ANNUAL,1224888,1,20120321,20130520.0
1379,12,200010.0,,,,1.0,TYPE-B,56,0,ANNUAL,9500,0,20100908,
1380,12,200000.0,M,M,600000.0,1.0,TYPE-B,43,1,ANNUAL,69411,0,20080415,
1381,12,100000.8,,M,,1.0,TYPE-B,48,0,MONTHLY,1200744,0,20110228,
1382,17,114000.84,M,M,1200000.0,5.0,TYPE-B,44,1,MONTHLY,193099,1,20081029,20090727.0
1383,22,300000.0,M,M,6002580.0,2.0,TYPE-B,47,2,ANNUAL,398700,0,20131031,
1384,17,128001.48,M,M,499992.0,2.0,TYPE-A,54,1,QUARTERLY,343488,0,20130208,
1385,17,199985.08,,M,999996.0,2.0,TYPE-A,70,0,QUARTERLY,347977,0,20130916,
1386,22,209999.65,,M,,6.0,TYPE-A,79,1,ANNUAL,343377,0,20130930,
1387,12,200000.0,,M,,6.0,TYPE-B,72,0,ANNUAL,652666,0,20110131,
1388,17,412781.43,M,F,224160.0,2.0,TYPE-A,48,2,ANNUAL,428277,0,20130331,
1389,12,189999.92,M,F,499992.0,2.0,TYPE-B,48,2,ANNUAL,1307111,1,20120312,20130511.0
1390,17,104666.9,M,M,500004.0,1.0,TYPE-B,37,3,ANNUAL,680900,1,20090626,20100825.0
1391,12,120000.0,M,M,399996.0,1.0,TYPE-B,40,3,QUARTERLY,113555,1,20080804,20090101.0
1392,57,100000.0,M,M,350004.0,1.0,TYPE-B,26,3,QUARTERLY,16255,1,20090326,20090825.0
1393,12,100000.0,M,M,500004.0,1.0,TYPE-B,30,2,ANNUAL,902444,0,20100331,
1394,32,221026.61,M,M,799992.0,1.0,TYPE-A,49,2,ANNUAL,285911,0,20130129,
1395,77,120000.66,S,F,300000.0,2.0,TYPE-A,26,0,SEMI-ANNUAL,1350577,1,20120914,20130413.0
1396,17,100000.44,M,M,600000.0,2.0,TYPE-A,43,1,ANNUAL,736922,0,20130227,
1397,12,200000.0,S,F,1380000.0,1.0,TYPE-B,23,0,ANNUAL,810944,0,20091125,
1398,20,150000.0,M,M,999996.0,1.0,TYPE-B,64,2,ANNUAL,272299,1,20090616,20100815.0
1399,27,120000.0,,M,1200000.0,1.0,TYPE-A,69,2,MONTHLY,20300,0,20130128,
1400,12,100000.0,M,F,600000.0,5.0,TYPE-B,29,2,ANNUAL,179355,0,20090622,
1401,27,100000.0,,,,1.0,TYPE-B,49,0,SEMI-ANNUAL,309877,1,20100430,20101227.0
1402,12,1200024.0,M,F,195600.0,1.0,TYPE-B,49,3,ANNUAL,633977,1,20110331,20120527.0
1403,48,100000.0,M,M,2499996.0,1.0,TYPE-B,42,1,SEMI-ANNUAL,907400,1,20100331,20101127.0
1404,49,300000.0,M,M,699996.0,1.0,TYPE-B,40,1,QUARTERLY,707311,0,20100730,
1405,17,197011.04,,M,300000.0,2.0,TYPE-A,67,2,SEMI-ANNUAL,343477,0,20121015,
1406,12,100000.0,M,M,399996.0,1.0,TYPE-B,25,1,ANNUAL,176877,0,20090331,
1407,12,100001.0,M,M,959040.0,2.0,TYPE-B,36,1,ANNUAL,64700,0,20120322,
1408,17,120446.04,M,M,999996.0,1.0,TYPE-A,60,1,MONTHLY,348100,0,20130425,
1409,90,119999.64,,M,1044000.0,1.0,TYPE-A,44,0,MONTHLY,1358300,0,20130326,
1410,12,100000.0,M,M,699996.0,1.0,TYPE-B,53,1,ANNUAL,849044,1,20100331,20120527.0
1411,22,100000.0,M,M,350004.0,1.0,TYPE-B,26,3,SEMI-ANNUAL,629933,1,20100226,20110427.0
1412,17,300000.0,,,,1.0,TYPE-B,39,1,ANNUAL,706088,0,20090925,
1413,17,103089.95,,M,499992.0,1.0,TYPE-A,64,3,ANNUAL,343344,0,20130228,
1414,12,100200.72,,M,900000.0,2.0,TYPE-B,77,0,MONTHLY,708822,1,20120618,20121017.0
1415,12,120000.96,M,F,3268800.0,1.0,TYPE-B,45,2,MONTHLY,1392933,0,20130531,
1416,12,600100.0,M,M,1200000.0,1.0,TYPE-B,62,3,ANNUAL,1204911,1,20120629,20130827.0
1417,17,116156.86,M,M,300000.0,1.0,TYPE-A,51,1,ANNUAL,1388700,0,20130718,
1418,17,100000.4,S,M,600000.0,2.0,TYPE-A,34,0,ANNUAL,91799,0,20121219,
1419,12,114999.96,M,M,1179996.0,2.0,TYPE-B,65,2,ANNUAL,496533,0,20120227,
1420,17,100000.0,M,M,800004.0,1.0,TYPE-B,30,2,QUARTERLY,69800,1,20080317,20081116.0
1421,17,125000.0,,,,1.0,TYPE-B,49,0,ANNUAL,700,0,20071231,
1422,17,103089.84,M,M,,6.0,TYPE-A,67,3,ANNUAL,343355,0,20130222,
1423,17,124800.72,M,F,,4.0,TYPE-A,61,1,MONTHLY,343344,0,20130326,
1424,17,309295.56,M,M,999996.0,2.0,TYPE-A,47,3,MONTHLY,348355,0,20130214,
1425,68,110567.0,M,M,2300004.0,1.0,TYPE-A,37,1,ANNUAL,898822,1,20110118,20120217.0
1426,12,200000.0,M,M,999996.0,2.0,TYPE-B,51,3,ANNUAL,1267399,1,20120629,20130827.0
1427,17,120856.95,M,M,1200000.0,1.0,TYPE-A,59,3,ANNUAL,343344,0,20120730,
1428,17,100000.0,S,F,324996.0,1.0,TYPE-B,33,0,SEMI-ANNUAL,163966,0,20090708,
1429,12,200001.6,,M,499992.0,2.0,TYPE-B,45,2,MONTHLY,1355055,1,20130228,20130727.0
1430,57,120000.0,S,M,720000.0,1.0,TYPE-B,37,0,MONTHLY,348355,0,20100817,
1431,40,600000.0,,,,6.0,TYPE-B,62,2,ANNUAL,274399,0,20100812,
1432,12,102000.72,,M,579996.0,2.0,TYPE-B,76,0,MONTHLY,708822,1,20111216,20120615.0
1433,31,108000.84,M,M,500004.0,1.0,TYPE-B,53,3,MONTHLY,90477,1,20090312,20090709.0
1434,17,104409.5,M,M,500004.0,1.0,TYPE-B,37,2,ANNUAL,680900,0,20090527,
1435,92,200000.13,,M,999996.0,2.0,TYPE-A,45,0,ANNUAL,1433844,0,20130823,
1436,47,100000.0,M,F,,4.0,TYPE-B,48,1,ANNUAL,671100,0,20100331,
1437,12,500000.0,,,,1.0,TYPE-B,87,2,ANNUAL,442744,1,20080930,20091127.0
1438,12,150772.05,W,F,3000000.0,1.0,TYPE-A,37,0,ANNUAL,754033,0,20101221,
1439,12,100000.0,M,M,1399992.0,1.0,TYPE-B,34,2,ANNUAL,717988,1,20120319,20130518.0
1440,12,996542.0,M,M,1500000.0,2.0,TYPE-B,29,1,ANNUAL,1236855,0,20130331,
1441,17,206852.16,M,F,,4.0,TYPE-A,57,1,MONTHLY,348233,0,20121130,
1442,84,226158.45,,M,,1.0,TYPE-A,52,0,ANNUAL,1128977,1,20110131,20120227.0
1443,12,111002.22,S,F,1205004.0,1.0,TYPE-B,58,0,ANNUAL,720444,0,20101129,
1444,36,150000.0,M,M,300000.0,1.0,TYPE-B,59,3,ANNUAL,860322,0,20100318,
1445,12,110000.0,M,M,,6.0,TYPE-B,69,1,ANNUAL,1290322,0,20131031,
1446,17,127676.55,W,F,,6.0,TYPE-A,66,0,ANNUAL,343344,0,20121218,
1447,12,100000.0,M,M,699996.0,1.0,TYPE-B,46,3,ANNUAL,1186511,1,20110331,20130527.0
1448,27,100000.0,S,M,499992.0,1.0,TYPE-B,25,0,SEMI-ANNUAL,309877,0,20100506,
1449,12,100000.0,M,M,249996.0,5.0,TYPE-B,30,3,SEMI-ANNUAL,294966,0,20081021,
1450,17,150000.14,,M,1399992.0,1.0,TYPE-A,48,0,ANNUAL,202200,0,20121214,
1451,27,100000.0,S,M,500004.0,1.0,TYPE-B,24,0,ANNUAL,828633,1,20100129,20110329.0
1452,69,101568.28,M,M,249996.0,1.0,TYPE-A,36,1,SEMI-ANNUAL,795244,0,20110415,
1453,17,122689.74,M,M,6000000.0,1.0,TYPE-A,59,3,ANNUAL,343466,0,20130128,
1454,54,195996.0,S,M,399996.0,1.0,TYPE-B,28,0,MONTHLY,711399,1,20090930,20100127.0
1455,12,149500.0,M,F,420000.0,2.0,TYPE-B,43,1,ANNUAL,1241866,1,20120320,20130519.0
1456,52,100000.0,S,M,200004.0,1.0,TYPE-B,33,0,SEMI-ANNUAL,576211,0,20090323,
1457,17,279258.44,,M,450000.0,1.0,TYPE-A,65,0,ANNUAL,343344,0,20130517,
1458,32,101469.8,M,M,399996.0,5.0,TYPE-A,42,2,SEMI-ANNUAL,741077,0,20130328,
1459,75,469059.5,M,M,769992.0,2.0,TYPE-A,28,1,ANNUAL,1472355,0,20131028,
1460,31,100000.0,M,M,,6.0,TYPE-B,64,3,ANNUAL,830177,0,20100325,
1461,17,515450.86,,M,1500000.0,5.0,TYPE-A,55,3,SEMI-ANNUAL,343344,0,20130912,
1462,12,124319.58,,M,649992.0,1.0,TYPE-A,74,2,ANNUAL,1250888,1,20111011,20121110.0
1463,17,103091.78,S,M,300000.0,2.0,TYPE-A,48,0,SEMI-ANNUAL,343344,1,20130415,20131114.0
1464,27,103082.46,,M,,6.0,TYPE-A,71,0,ANNUAL,1375155,0,20130821,
1465,26,100000.0,M,M,500004.0,1.0,TYPE-B,59,1,ANNUAL,623955,0,20090709,
1466,27,120000.0,M,M,350004.0,1.0,TYPE-B,34,3,ANNUAL,873622,0,20100331,
1467,82,100000.54,,M,1500000.0,1.0,TYPE-A,54,0,SEMI-ANNUAL,1361555,0,20130330,
1468,17,100000.0,,,,1.0,TYPE-B,70,0,ANNUAL,20188,0,20090331,
1469,17,100001.84,S,M,999996.0,2.0,TYPE-A,41,0,ANNUAL,1219222,0,20121231,
1470,12,150000.0,,M,,1.0,TYPE-B,57,0,ANNUAL,428744,1,20101028,20111227.0
1471,91,175000.01,,M,684780.0,1.0,TYPE-A,52,0,ANNUAL,1348588,0,20130628,
1472,12,100000.0,M,M,1200000.0,1.0,TYPE-B,48,3,ANNUAL,62822,0,20090331,
1473,16,100000.0,M,F,300000.0,1.0,TYPE-B,68,3,ANNUAL,343466,0,20090626,
1474,12,200000.0,,M,457992.0,1.0,TYPE-B,72,0,ANNUAL,640388,1,20110624,20120823.0
1475,32,219918.6,,F,464880.0,2.0,TYPE-A,42,0,MONTHLY,1153199,1,20130331,20130713.0
1476,66,124999.67,M,F,399996.0,1.0,TYPE-A,38,3,ANNUAL,1157900,0,20130930,
1477,17,130000.39,,F,499992.0,2.0,TYPE-A,66,0,ANNUAL,1271044,0,20130325,
1478,17,239984.64,,M,499992.0,2.0,TYPE-A,60,2,MONTHLY,348144,0,20130207,
1479,57,132435.6,S,M,1500000.0,2.0,TYPE-A,47,0,SEMI-ANNUAL,1145311,0,20130813,
1480,22,100000.0,M,M,999996.0,1.0,TYPE-B,35,2,ANNUAL,910399,0,20100730,
1481,30,400000.0,M,M,500004.0,1.0,TYPE-B,64,3,ANNUAL,1124111,1,20100813,20111012.0
1482,25,120000.0,,,,1.0,TYPE-B,79,2,MONTHLY,343466,1,20100128,20100527.0
1483,74,150000.34,M,M,699996.0,2.0,TYPE-A,29,2,ANNUAL,1234800,1,20111031,20121127.0
1484,17,100000.0,M,M,450000.0,1.0,TYPE-B,37,1,ANNUAL,196633,0,20090528,
1485,45,1250050.0,M,M,2000004.0,1.0,TYPE-B,49,2,ANNUAL,1127233,1,20100920,20111119.0
1486,17,123702.12,M,F,600000.0,1.0,TYPE-A,50,2,MONTHLY,343344,0,20121218,
1487,17,110034.71,M,F,531996.0,1.0,TYPE-A,30,3,ANNUAL,343344,0,20120730,
1488,74,225000.34,,M,,6.0,TYPE-A,66,0,ANNUAL,132000,0,20130331,
1489,27,100000.0,M,F,300000.0,1.0,TYPE-B,43,3,SEMI-ANNUAL,183633,0,20100813,
1490,12,150001.0,M,M,300000.0,1.0,TYPE-B,46,1,ANNUAL,160133,0,20100331,
1491,27,100000.0,,,,1.0,TYPE-B,60,3,ANNUAL,937399,0,20100604,
1492,17,119995.44,M,M,249996.0,2.0,TYPE-A,41,3,MONTHLY,347977,0,20130415,
1493,12,100000.0,M,F,,4.0,TYPE-B,41,3,SEMI-ANNUAL,280944,0,20090909,
1494,30,1800000.0,M,M,2799996.0,1.0,TYPE-B,64,2,SINGLE-PREMIUM,890699,0,20100315,
1495,43,162974.47,M,M,499992.0,1.0,TYPE-A,61,2,ANNUAL,1157900,0,20130823,
1496,32,200001.28,S,M,399996.0,1.0,TYPE-A,28,0,SEMI-ANNUAL,1241600,0,20110830,
1497,12,150000.0,M,M,5199996.0,1.0,TYPE-B,45,2,ANNUAL,1368599,0,20130625,
1498,17,100000.0,M,M,249996.0,1.0,TYPE-B,38,1,SEMI-ANNUAL,298988,1,20100115,20110315.0
1499,33,399883.08,M,M,1044996.0,1.0,TYPE-B,42,3,MONTHLY,5266,1,20080429,20080827.0
1500,17,199981.83,,F,549996.0,1.0,TYPE-A,74,1,ANNUAL,348066,0,20130315,
1501,12,100000.0,M,M,600000.0,1.0,TYPE-B,51,2,ANNUAL,1234644,0,20110923,
1502,60,200000.21,,M,,6.0,TYPE-A,74,1,ANNUAL,1347266,0,20120824,
1503,30,100000.0,S,M,,6.0,TYPE-B,65,0,SEMI-ANNUAL,309877,1,20100616,20110214.0
1504,17,100000.0,M,M,249996.0,1.0,TYPE-B,56,1,SEMI-ANNUAL,100533,0,20080219,
1505,45,600004.8,M,M,1500000.0,1.0,TYPE-B,39,1,MONTHLY,437911,0,20081208,
1506,28,100000.0,,,,6.0,TYPE-B,68,2,ANNUAL,183611,0,20100330,
1507,9,100000.0,M,M,350004.0,1.0,TYPE-B,47,3,SEMI-ANNUAL,561888,1,20090128,20090926.0
1508,26,200000.0,M,M,,6.0,TYPE-B,68,2,SEMI-ANNUAL,233977,1,20100517,20110114.0
1509,99,100128.16,,M,199992.0,1.0,TYPE-A,35,0,ANNUAL,1132800,0,20110819,
1510,68,500000.0,,,,6.0,TYPE-B,60,0,SEMI-ANNUAL,418433,1,20100830,20110429.0
1511,81,149999.6,,M,1699992.0,1.0,TYPE-A,52,0,ANNUAL,959322,0,20120731,
1512,38,100000.0,M,M,324996.0,1.0,TYPE-B,57,1,QUARTERLY,233977,1,20100223,20101022.0
1513,17,100000.0,M,M,300000.0,1.0,TYPE-B,38,2,ANNUAL,749811,0,20100113,
1514,17,251000.42,,M,999996.0,2.0,TYPE-A,53,0,ANNUAL,1222022,0,20130830,
1515,40,100000.0,M,M,1560000.0,1.0,TYPE-B,54,3,ANNUAL,843077,1,20100831,20111027.0
1516,88,110000.48,,M,600000.0,2.0,TYPE-A,39,0,ANNUAL,1234800,0,20111130,
1517,22,100000.0,M,M,450000.0,1.0,TYPE-B,37,3,ANNUAL,558300,1,20090109,20100309.0
1518,19,103089.93,M,M,799992.0,2.0,TYPE-A,52,3,ANNUAL,1358200,0,20130812,
1519,22,100000.0,M,M,300000.0,1.0,TYPE-B,36,2,SEMI-ANNUAL,243666,1,20091112,20110111.0
1520,12,200000.0,,F,,1.0,TYPE-B,59,0,ANNUAL,188777,0,20101231,
1521,87,101063.56,,M,1627356.0,2.0,TYPE-A,50,0,SEMI-ANNUAL,1153199,1,20120328,20121028.0
1522,27,500000.0,M,M,1200000.0,1.0,TYPE-B,67,3,ANNUAL,265077,1,20100830,20111027.0
1523,17,127955.28,M,M,399996.0,2.0,TYPE-A,56,2,MONTHLY,1097744,0,20121018,
1524,45,200000.01,M,M,799992.0,1.0,TYPE-A,60,3,ANNUAL,1234800,0,20130925,
1525,12,200000.0,S,F,900000.0,1.0,TYPE-B,26,0,ANNUAL,832244,1,20101210,20120208.0
1526,22,124999.76,,M,,,TYPE-A,81,1,ANNUAL,1238711,0,20130829,
1527,51,149999.76,,M,,6.0,TYPE-A,83,2,ANNUAL,1347266,0,20130225,
1528,17,100000.62,,,,1.0,TYPE-B,45,0,ANNUAL,291144,0,20090617,
1529,18,100000.0,M,M,600000.0,1.0,TYPE-B,77,1,ANNUAL,927333,0,20100428,
1530,99,103191.12,,F,399996.0,1.0,TYPE-A,30,0,MONTHLY,1385411,0,20130812,
1531,27,100000.0,M,M,399996.0,1.0,TYPE-B,42,1,ANNUAL,504511,0,20100510,
1532,12,112000.0,M,M,900000.0,2.0,TYPE-B,40,1,ANNUAL,828311,0,20121130,
1533,27,115000.0,S,F,289992.0,1.0,TYPE-B,28,0,ANNUAL,828633,0,20100331,
1534,90,139992.68,,F,1500000.0,2.0,TYPE-A,44,0,ANNUAL,1473777,0,20131129,
1535,22,250002.0,,,,1.0,TYPE-B,65,1,MONTHLY,744177,0,20100226,
